"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","220","190","210","220","230","250","270","250","250","250","300","360","430","480","510","570","670","790","850","840","770","660","590","620","690","750","800","830","830","880","930","1050","1160","1320","1390","1310","1250","1180","1170","1130","1170","1290","1380","1490","1720","2010","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850","3430",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9200","8810","9420","10350","10830","11780","11800","11090","11400","12270","12760","12870","14150","15860","16720","16540","17380","16710","14390",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2860","2710","2590","2600","2720","2720",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3250","3840","4240","4360","4440","4670","4710","4900","5500","6250","7340","8460","9940","11980","12500","12740","12890","13160","13390","13560","13310","12720","12730","14150","15360","15240",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","606.360568265396","649.105244876745","688.354922620512","676.225269587172","587.027590837187","558.954671260074","553.513739439088","592.423811656153","611.945572832291","578.354052204658","703.776679911834","391.575493183143","377.327300260351","325.356422643094","293.273386267021","302.373086871287","326.788063397389","370.822771533267","379.593741876937","398.568759324423","415.34408229114","436.093415180598","457.649740955239","475.209754431147","585.950940682248","677.768628632105","819.462754491715","972.039306575709","1185.77788388031","1260.80075626793","1321.97774909232","1368.25022698795","1527.57303192739","1660.15950334049","1736.09482890783","1653.73420237441","1498.3120542508","1362.94557341369","1373.77242181047","1435.1702201135","1336.10285101836",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21080","22060","21740",
"Korea, Dem. People's Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12170","11830","11750","13260","16140","18580","19390","20850","22590","22920","22960","22720","21150","21370","21190","20440","19930","20040","22030","23170","21790",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4750","5510","5810","5640","5400","5370","5600","5510","5180",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","4270","3710",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1463.48025369057","1314.86260225453","1353.50713620857","1292.54122193995","1408.54840702465","1399.20485271477","1436.57271679876","1449.42202115681","1477.57732309515","1482.22594735104","1644.09981802814","1718.89129778706","1851.7026892134","2046.74204760436","2180.88578200432","2135.49693551682","1983.87295646304","1987.71318761172","1892.02039053227","1827.90543396054","1791.21683042698","1921.91689352188","2255.52168888438","2577.38968926346","2652.74521828884","2809.40967979551","2978.29882968572","2945.34164400185","2943.98441993558","3104.64863473052","3350.43635861252","3729.95053971386","3874.21622577985","3904.12802017792","3941.3235440884","4000.03942670547","4289.38244595067","4353.67548738667","3914.99375000402",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1516.95927736683","1608.60793960856","1730.72680825898","1877.15404292125","2046.1726851048","2176.96398614393","2385.39008680729","2597.57159596904","2755.53143956768","3002.4534691993","3442.03739030322","4210.72395748933","4907.92991549347","5489.25790453839","5798.9534559603","6227.92608145121","7128.79822139342","8555.09662234784","9865.972343791","10237.0893536789","9769.07095393483","9398.21712153336","9777.65379886038","10263.5513150054","11609.113346","13982.5476700699","17068.0990946688","17978.9489025419","18789.4905040976","19555.8407176985","21210.8599194508","21700.9166915545","22835.8796458366","24402.8490613489","25624.8052866935","25735.4788107095","24750.4089118189","25072.4392724368","26134.2058899098","26148.9357773782","25994.4784976953","28036.5774844622","32007.6315383258","35243.0318216218","36930.8430238518","38305.6809511388","39857.0763714541","39208.7199764334","40338.3937110409","41688.3050064015","42973.1967746529","43717.024920218","43842.7756992102","42620.1965702006","41816.2592486149","42222.3454937857","45177.467052339","46744.9760687378","44973.6681422926",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15360","14940","15270","16030","17260","17400","17470","17920","17780","17250","16660","16170","15770","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72880","79390","80890","73440","64550","56920","58830","61210","55990",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6390","8800","9220","8640","8650","8760","9320","9700","9600","9620","10110","11430","12620","12580",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11250","10690",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","280","280","270","260","250","270","320","360","410","490","550","600","650","700","720","740","750","740","730","780","830","780",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259579","93.9433825846188","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966455","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999589","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865663","871.011929412646","949.191618084277","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21610","22840","21930",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","370","430","520","620","760","930","1170","1370","1340","1260","1280","1140","1080","1150","1220","1180","1050","840","690","530",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","840","840","770","600","560","560","640","830","950","940","920","930","980","930","770","740","700","710","690","690","670","650","620","730","870","990","1030","1100","1240","1330","1330","1300","1320","1340","1370","1320","1270","1280","1390","1430","1430",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53060","54460","56900","58390","54920",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","760","710","670","610","580","590","600","590","630","660","800","860","1000","1200","1320","1310","1230","1160","980","920","830","860","900","980","1040","1120","1230","1310","1470","1620","1820","2160","2190","2130","2140","2220","2360","2370","2300",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","530","510",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","740","740","690","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","3980","3630",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","400","400","380","400","420","420",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3830","4200","4830","6030","6450","6220","6190","6080","6460","6240","5960","5700","5570","6410","7040","7420",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.797760220685","123.498059326129","129.353059050399","136.818635703177","142.041048789346","145.710134538644","152.082968341177","164.823486556736","185.474835481816","197.672590698833","210.826964598921","244.093537758107","319.374546436087","372.985803002357","399.947299537094","411.392456443689","432.809644513276","506.49090003561","604.429547573921","695.537644174542","730.395089350798","718.973533961841","631.692682417661","569.956391679645","547.689549487895","585.26482993765","634.968839393253","621.155984757903","607.019551422642","615.44493068426","620.696020591857","595.481631900907","579.370934512888","602.784800962224","617.075855286784","634.274516289669","599.307252800697","587.600765650132","580.48053184304","574.109940644689","583.130653638334","638.269770989824","776.553442763466","951.878638859576","1104.3104932903","1238.25319269705","1389.80643632836","1428.13566439551","1491.94677342639","1579.25771739703","1710.07119008982","1790.9043052031","1831.0032664904","1750.15668088577","1598.03349627734","1508.94522116984","1540.72118451817","1588.37225100996","1505.57449313825",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.825778042795","123.52912472232","129.385827928329","136.848677004883","142.077730048455","145.742941091483","152.113737216204","164.847424482201","185.496451772022","197.702978004075","210.868502130429","244.154165275728","319.444200683865","373.059728309399","400.021775609036","411.455294818293","432.922068619967","506.691167707567","604.666307369924","695.780672453759","730.620974201067","719.176611175761","631.914829682759","570.228155827752","547.995452800913","585.638841917773","635.437636475793","621.698314917145","607.620025839323","616.058688313977","621.401410635538","596.240450357491","580.152626408499","603.544341221085","617.86012801947","635.120948469119","600.150964750763","588.437179406264","581.302887010927","574.915322743115","583.882500380847","639.061777004563","777.506911509635","952.996034394989","1105.56127770903","1239.42939508644","1390.842916715","1429.04445909019","1492.84818509739","1580.13714691096","1711.01654772194","1791.94458299097","1832.08873401112","1751.30801667018","1599.16663585248","1510.1144247471","1541.99624205972","1589.62487635776","1506.50139369642",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4271.29050238353","4738.31441811583","5615.29518163213","6585.32813483868","7793.69291998603","9025.35373084949","10263.0296814759","10083.9234577107","10478.772111806","11173.3741723549","12316.0315556151","13233.2044213191","13429.9508043188","12679.7503504901","11767.9962288603","11234.2934923474","11884.3804194846","12405.6196057672","11246.3452745687",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1180","1230","1430","1630","1650","1690","1700","1870","1950","2060",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8890","6940","5940","5970","6190","4620",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5530","5720","6020","6960","9030","11350","12940","14930","17250","17100","17500","17470","17750","18190","18270","17690","16770","16600","18320","19230","18920",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21770","22120","24610","25950","25360",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58420","54360","53030","55640","56410","54050",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","3860","4310","4420","4130","3800","3450","3390","3620","3690","3410",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27680","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14320","15750","15790","12200",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4070","4380","4680","5150","5830","6400","7140","7990","8970","9940","10800","5680","2860","1350","1130","950","830","800","920","1170","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280","25530","27300","26200","28340","30250","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","200","210","340","470","530","630","700","830","910","890","960","970","980","880","730","640","680","700","630",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","73.4489100196626","79.7042339262874","88.2260771695844","99.7020883971312","107.675122579966","101.623030265625","98.5857539380516","110.499813951741","123.596807072728","126.982636028004","134.014919789999","161.725552707385","189.411202729436","220.496738107474","216.041069387706","229.6284709489","243.626063104147","269.081298705135","297.625452090675","314.970789526606","314.59441475451","310.282406828118","328.21420597709","350.615561463675","372.299632822735","388.981831040229","408.962577208972","411.020623528763","426.756798736545","457.217566010987","507.622803478722","551.409504201929","619.18246566657","712.470771526931","829.346969318964","898.662617377167","842.032107555859","864.654998262127","920.413918361847","992.326433982738","1074.01488395977","1220.56860895288","1435.4387001729","1652.83348482081","1913.12196720813","2295.76920526234","2796.77664104131","3248.74432607067","3793.28278204434","4380.8694585197","5116.15251553357","5750.07055303848","6252.12164673197","6504.08528102111","6711.6758769948","7052.82223870716","7735.79243465389","8325.43332068409","8416.25139682361",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2542.86823267996","2396.78787618113","2343.97876399458","2071.84131065487","2080.01820525677","2129.19515093168","2230.30460657524","2101.71471266899","1986.60631508117","2080.88634134107","2011.498480337","2174.89908760895","2544.07624824543","3258.16564818449","4126.57251381754","5047.43534257743","6209.39648628086","7572.18081490273","7533.98315996611","7997.84561149416","8581.29671004426","9687.12083777926","10571.0137113747","10490.9164161718","9277.98029761938","8205.61011003399","7935.44831367053","8445.36213488718","8901.15808275055","8574.07079699481",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","670","720","880","920","920",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5970","6610","7260","7040",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","240","220","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1260","1110","1030","1030","1070","1060",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","530","620","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6830","6380","6740","7220","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","477.183397063665","490.829952772879","524.525290985633","557.31557455344","592.227318970472","649.352579023229","713.622281277368","864.491246777318","1105.96633457472","1282.67824154246","1365.02103217876","1403.25590475695","1529.60359599081","1803.30406235514","2105.54430973984","2289.37080699702","2173.76557643572","1908.5803763036","1810.80785820462","1745.43616424689","1808.55147107615","1949.27819878242","2087.21573336593","2086.62978871523","2152.86813560367","2351.88707924052","2675.05307150798","2930.910452995","3310.1195491895","3542.88258582121","3924.99703726558","4259.55592309406","4241.9104983717","4024.73477022797","4109.39057640632","3984.13648849952","3722.53091633575","3697.70962078087","4001.33469598021","4490.93856648879","5189.78420302614","6077.97324758257","7030.96484578378","7204.60867596818","8005.23898192968","8840.71366186544","9767.96488420787","10179.7615786031","10066.9603324117","9071.75446883995","8332.04171800899","8206.75510948936","8530.86387291457","8628.99938356753","7503.48625617686",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2980","2330","2850","3730","3570","3210","2710","2200","1750","1800","1820","2050","1990",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1222.98067921266","1182.04890831819","1223.51964577631","1270.13104206556","1456.10301004134","1582.6452152168","1635.29569297987","1691.14284404701","1775.93686856467","1831.72407289972","1816.53160557509","1897.02032926751","2150.5458662937","2427.28336459293","2768.18080802228","3239.17167033058","3814.25006956471","4188.99990772206","4545.75898268944","4296.20513693107","4581.87641233334","4639.18059147925","4493.19828382489","4043.82931251955","3957.95485808881","3727.94994014422","3565.13927253447","3452.590617824","3088.89956563041",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2090","2370","2340","2240","2170","2080","2030","2000","2000","2160","2410","2720","2900","3270","3180","3370","3810","4320","4540","4600","4440","4410","4590","4800","5150","5190",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259579","93.9433825846188","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966455","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999589","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865663","871.011929412646","949.191618084277","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.825778042795","123.52912472232","129.385827928329","136.848677004883","142.077730048454","145.742941091482","152.113737216203","164.8474244822","185.496451772022","197.702978004075","210.868502130429","244.154165275727","319.444200683865","373.059728309399","400.021775609036","411.455294818293","432.922068619966","506.691167707566","604.666307369923","695.780672453758","730.620974201066","719.17661117576","631.914829682758","570.228155827751","547.995452800912","585.638841917772","635.437636475792","621.698314917144","607.620025839322","616.058688313976","621.401410635538","596.24045035749","580.152626408498","603.544341221085","617.86012801947","635.120948469119","600.150964750762","588.437179406263","581.302887010926","574.915322743115","583.882500380847","639.061777004562","777.506911509635","952.996034394988","1105.56127770903","1239.42939508644","1390.842916715","1429.04445909019","1492.84818509739","1580.13714691095","1711.01654772194","1791.94458299097","1832.08873401112","1751.30801667018","1599.16663585248","1510.1144247471","1541.99624205972","1589.62487635776","1506.50139369642",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","18910","16880","15980","15990","16580","15420",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2450","2900","3160","3330","3540","3860","4070","4210","4130","4320","4360","4380","4190","3980","3750","3730","3580","3300",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3440","3590","4320","3580","3590","3950","5270","6820","7880","8950","9850","9640","10490","11310","11960","12600","12630","12030","11260","10970","10510","9690","9050",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4830","4400","4730","4430","5560","4670","5440","5060","4810","5440","5620","5820",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1030","1100","1080",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","260","280","310","350","390","430","550","680","850","830","800","820","830","800","740","750","790","800",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","2280","2090","1820","990","920","860","890","850","760","680","720","790","980","1270","1540","1950","2590","3210","2840","3030","3150","3650","3950","3560","2800","2360","2360","2750","3310","3570",
